title,director,cast,country,release_year,rating,duration,genre,type,imdb_score
Anon,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares","Germany, United States, Canada",2018,TV-MA,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers",Movie,6.1
Forgive Us Our Debts,Antonio Morabito,"Marco Giallini, Claudio Santamaria, Jerzy Stuhr, Flonja Kodheli","Italy, Switzerland, Albania, Poland",2018,TV-MA,105 min,"Dramas, International Movies",Movie,6.2
Manhunt,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba","China, Hong Kong",2017,TV-MA,109 min,"Action & Adventure, International Movies",Movie,8.1
Manhunt,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba","China, Hong Kong",2017,TV-MA,109 min,"Action & Adventure, International Movies",Movie,5.2
Thi Mai,Patricia Ferreira,"Carmen Machi, Adriana Ozores, Aitana Sánchez-Gijón, Dani Rovira, Eric Nguyen, Pedro Casablanc, José Troncoso, José Burgos, Ana López, Pedro Miguel Martínez, Nguyen Ngan Ha",Spain,2017,TV-14,99 min,"Comedies, Dramas, International Movies",Movie,6.0
Jailbreak,Jimmy Henderson,"Jean-Paul Ly, Dara Our, Tharoth Sam, Dara Phang, Celine Tran, Savin Phillip, Sok Visal",Cambodia,2017,TV-MA,92 min,"Action & Adventure, International Movies",Movie,5.4
Gurgaon,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna, Shalini Vatsa",India,2017,TV-14,106 min,"Dramas, International Movies, Thrillers",Movie,6.5
John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,John Mulaney,United States,2018,TV-MA,65 min,Stand-Up Comedy,Movie,7.9
The Clapper,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke",United States,2017,R,90 min,"Comedies, Dramas, Independent Movies",Movie,5.1
Toc Toc,Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",Spain,2017,TV-MA,96 min,"Comedies, International Movies",Movie,6.8
The Price of Success,Teddy Lussi-Modeste,"Tahar Rahim, Maïwenn Le Besco, Roschdy Zem, Grégoire Colin, Sultan, Ali Marhyar, Camille Lellouche, Saïda Bekkouche, Meriem Serbah, Salma Lahmer",France,2017,TV-MA,92 min,"Dramas, International Movies",Movie,5.7
Candy Jar,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",United States,2018,TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",Movie,5.8
Holy Goalie,Curro Velázquez,"Karra Elejalde, Alain Hernández, Juan Manuel Montilla, Joel Bosqued, Macarena García, Tito Valverde, Paco Rueda, Guillermo Furiase, Txema Blasco, Paco Sagarzazu",Spain,2017,TV-14,95 min,"Comedies, International Movies, Sports Movies",Movie,5.3
The Week Of,Robert Smigel,"Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch, Allison Strong, Roland Buck III, Katie Hartman, Chloe Himmelman, Jake Lippmann, Jim Barone, June Gable",United States,2018,TV-14,117 min,Comedies,Movie,5.2
Enissa Amani: Ehrenwort,Max Amini,Enissa Amani,Germany,2018,TV-MA,66 min,Stand-Up Comedy,Movie,5.5
Bill Nye: Science Guy,"Jason Sussberg, David Alvarado","Bill Nye, Neil deGrasse Tyson, Eugenie Scott, Francis Collins, Ann Druyan",United States,2017,TV-PG,97 min,Documentaries,Movie,6.5
Fishtronaut: The Movie,"Célia Catunda, Kiko Mistrorigo, Rodrigo Eba","Fábio Lucindo, Celso Alves, Fernanda Bullara",Brazil,2018,TV-Y,78 min,Children & Family Movies,Movie,7.5
Psychokinesis,Sang-ho Yeon,"Ryu Seung-ryong, Shim Eun-kyung, Jung-min Park, Min-jae Kim, Yu-mi Jung",South Korea,2018,TV-MA,102 min,"Action & Adventure, Comedies, International Movies",Movie,5.9
Kevin James: Never Don't Give Up,Andy Fickman,Kevin James,United States,2018,PG,62 min,Stand-Up Comedy,Movie,6.2
Dude,Olivia Milch,"Lucy Hale, Kathryn Prescott, Alexandra Shipp, Awkwafina, Alex Wolff, Brooke Smith, Jerry MacKinnon, Ronen Rubenstein, Satya Bhabha, Sydney Lucas",United States,2018,TV-MA,97 min,"Comedies, Dramas, Independent Movies",Movie,5.2
Kodachrome,Mark Raso,"Ed Harris, Jason Sudeikis, Elizabeth Olsen","Canada, United States",2018,TV-MA,105 min,"Comedies, Dramas",Movie,6.8
Beyond Skyline,Liam O'Donnell,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey, Antonio Fargas, Yayan Ruhian, Pamelyn Chee, Jacob Vargas, Iko Uwais","United Kingdom, China, Canada, Indonesia, Singapore, United States",2017,R,107 min,"Action & Adventure, Sci-Fi & Fantasy",Movie,5.3
Come Sunday,Joshua Marston,"Chiwetel Ejiofor, Martin Sheen, Danny Glover, Jason Segel, Condola Rashad, Lakeith Stanfield, Stacey Sargeant, Vondie Curtis-Hall",United States,2018,TV-14,105 min,"Dramas, Faith & Spirituality, Independent Movies",Movie,6.0
Pickpockets,Peter Webber,"Carlos Bardem, Natalia Reyes, Emiliano Pernia, Duban Prado, Marcela Mar",Colombia,2017,TV-MA,108 min,"Dramas, Independent Movies, International Movies",Movie,5.4
Greg Davies: You Magnificent Beast,Peter Orton,Greg Davies,United Kingdom,2018,TV-MA,66 min,Stand-Up Comedy,Movie,7.1
6 Balloons,Marja Lewis Ryan,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",United States,2018,TV-MA,75 min,"Dramas, Independent Movies",Movie,5.9
Amateur,Ryan Koo,"Michael Rainey Jr., Josh Charles, Brian White, Sharon Leal, Ashlee Brian, Corey Parker Robinson",United States,2018,TV-MA,96 min,"Dramas, Independent Movies, Sports Movies",Movie,5.9
Orbiter 9,Hatem Khraiche,"Clara Lago, Alex Gonzalez, Andrés Parra, Belén Rueda","Spain, Colombia",2017,TV-14,95 min,"Dramas, International Movies, Sci-Fi & Fantasy",Movie,5.9
Seth Rogen's Hilarity for Charity,Ryan Polito,"Seth Rogen, Ike Barinholtz, Michael Che, Sacha Baron Cohen, Jeff Goldblum, Tiffany Haddish, Chris Hardwick, Nick Kroll, John Mulaney, Kumail Nanjiani, Chelsea Peretti, Craig Robinson & The Nasty Delicious, Lauren Miller Rogen, Justin Roiland, Sarah Silverman, Michelle Wolf",United States,2018,TV-MA,70 min,Stand-Up Comedy,Movie,5.0
Sun Dogs,Jennifer Morrison,"Michael Angarano, Melissa Benoist, Xzibit, Allison Janney, Ed O'Neill, J.R. Ramirez, Eric Christian Olsen, Niko Nicotera, Nicholas Massouh, Alexander Wraith, Fernando Chien, Tom Berninger","Mexico, United States",2017,TV-MA,94 min,"Comedies, Dramas, Independent Movies",Movie,6.2
Todo lo que sería Lucas Lauriente,"Raúl Campos, Jan Suter",Lucas Lauriente,Argentina,2018,TV-MA,78 min,Stand-Up Comedy,Movie,6.7
Day of the Dead: Bloodline,Hèctor Hernández Vicens,"Johnathon Schaech, Sophie Skelton, Marcus Vanco, Jeff Gum, Lillian Blankenship, Ulyana Chan, Shari Watson, Atanas Srebrev",Bulgaria,2018,R,91 min,"Horror Movies, Independent Movies",Movie,3.4
Fary Is the New Black,Kader Aoun,Fary,France,2018,TV-MA,75 min,Stand-Up Comedy,Movie,5.8
Ittefaq,Abhay Chopra,"Sidharth Malhotra, Sonakshi Sinha, Akshaye Khanna",India,2017,TV-14,105 min,"Dramas, International Movies, Thrillers",Movie,7.2
A Sort of Family,Diego Lerman,"Bárbara Lennie, Daniel Aráoz, Claudio Tolcachir, Paula Cohen, Yanina Ávila","Argentina, Brazil, France, Poland, Germany, Denmark",2017,TV-14,96 min,"Dramas, International Movies, Thrillers",Movie,6.3
Billu,Priyadarshan,"Irrfan Khan, Shah Rukh Khan, Lara Dutta, Rajpal Yadav, Om Puri, Asrani, Manoj Joshi",India,2009,TV-PG,132 min,"Dramas, International Movies",Movie,6.3
John Mulaney: New in Town,Ryan Polito,John Mulaney,United States,2012,NR,60 min,Stand-Up Comedy,Movie,8.2
Locked Up,Jared Cohn,"Kelly McCart, Katrina Grey, Jared Cohn, Ingkarat Jaraswongkosol, Maythavee Weiss, Anastasia Maslova, Panipak Jaemmangkang, Suebpong Kulsathaporndhai",United States,2017,TV-MA,86 min,"Action & Adventure, Dramas, Independent Movies",Movie,8.2
Main Hoon Na,Farah Khan,"Shah Rukh Khan, Sunil Shetty, Sushmita Sen, Zayed Khan, Amrita Rao, Kiron Kher, Boman Irani, Bindu, Naseeruddin Shah, Kabir Bedi",India,2004,TV-14,171 min,"Action & Adventure, Comedies, Dramas",Movie,7.0
Om Shanti Om,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Shreyas Talpade, Arjun Rampal, Kirron Kher, Javed Sheikh",India,2007,TV-14,169 min,"Comedies, Dramas, International Movies",Movie,6.7
Paheli,Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Dilip Prabhavalkar, Amitabh Bachchan, Juhi Chawla, Nina Kulkarni, Rajpal Yadav",India,2005,TV-PG,134 min,"Dramas, International Movies, Romantic Movies",Movie,6.3
Phir Bhi Dil Hai Hindustani,Aziz Mirza,"Shah Rukh Khan, Juhi Chawla, Paresh Rawal, Satish Shah, Dilip Tahil, Govind Namdeo, Smita Jaykar, Shakti Kapoor, Johnny Lever",India,2000,TV-PG,159 min,"Comedies, Dramas, International Movies",Movie,6.1
First Match,Olivia Newman,"Elvire Emanuelle, Yahya Abdul-Mateen II, Colman Domingo, Jharrel Jerome, Kim Ramirez, Jared Kemp, Allen Maldonado",United States,2018,TV-MA,103 min,"Dramas, Independent Movies, Sports Movies",Movie,6.4
Happy Anniversary,Jared Stern,"Noël Wells, Ben Schwartz, Joe Pantoliano, Annie Potts, Rahul Kohli, Kristin Bauer van Straten, David Walton, Leonardo Nam, Kate Berlant",United States,2018,TV-MA,78 min,"Comedies, Romantic Movies",Movie,5.7
The Titan,Lennart Ruff,"Sam Worthington, Taylor Schilling, Agyness Deyn, Nathalie Emmanuel, Noah Jupe, Corey Johnson, Aleksandar Jovanovic, Diego Boneta, Tom Wilkinson","United Kingdom, Spain, United States, Germany",2018,TV-MA,97 min,"Dramas, Sci-Fi & Fantasy, Thrillers",Movie,4.8
Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,"Robb Wells, John Paul Tremblay, Mike Smith, John Dunsworth, Jonathan Torrens, Patrick Roach, Lucy Decoutere, Sarah Dunsworth, Barrie Dunn, Tyrone Parsons",Canada,2009,R,102 min,"Comedies, Cult Movies",Movie,7.3
Trailer Park Boys: The Movie,Mike Clattenburg,"Robb Wells, John Paul Tremblay, Mike Smith, Lucy Decoutere, Lydia Lawson-Baird, Cory Bowles, Michael Jackson, Gord Downie, Alex Lifeson, Gerry Dee, Glen Grant, Eugene Clark, Barrie Dunn, John Dunsworth, Patrick Roach",Canada,2006,R,95 min,"Comedies, Cult Movies",Movie,7.1
James Acaster: Repertoire,Dan Lucchesi,James Acaster,United Kingdom,2018,TV-14,1 Season,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows",TV Show,8.4
Birdshot,Mikhail Red,"Mary Joy Apostol, Arnold Reyes, Ku Aquino, John Arcilla, Dido Dela Paz, Elora Espano, Ronnie Quizon, Rolando T. Inocencio, Suzette Ranillo, Angelica C. Ferro","Philippines, Qatar",2016,TV-MA,115 min,"Dramas, International Movies, Thrillers",Movie,6.6
"Game Over, Man!",Kyle Newacheck,"Adam DeVine, Anders Holm, Blake Anderson, Utkarsh Ambudkar, Aya Cash, Neal McDonough, Daniel Stern, Jamie Demetriou, Rhona Mitra, Sam Richardson, Steve Howey, Mac Brandt, Geno Segers, Roe Hartrampf",United States,2018,TV-MA,102 min,"Action & Adventure, Comedies",Movie,5.4
Layla M.,Mijke de Jong,"Nora El Koussour, Ilias Addab, Mohammed Azaay, Esma Abouzahra, Bilal Wahib, Nezha Karim, Ayisha Siddiqi, Aziz Akazim, Hassan Akkouch, Husam Chadat","Netherlands, Belgium, Germany, Jordan",2016,TV-MA,99 min,"Dramas, International Movies",Movie,6.6
Paradox,Daryl Hannah,"Neil Young, Lukas Nelson, Micah Nelson, Corey McCormick, Anthony Logerfo, Tato",United States,2018,TV-MA,74 min,"Dramas, Independent Movies",Movie,3.9
Secret Superstar,Advait Chandan,"Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan, Tirth Sharma",India,2017,TV-14,150 min,"Dramas, International Movies, Music & Musicals",Movie,7.8
Benji,Brandon Camp,"Gabriel Bateman, Darby Camp, Kiele Sanchez, Jerod Haynes, Gralen Bryant Banks, Angus Sampson, Will Rothhaar, Jim Gleason, Brady Permenter","United Arab Emirates, United States",2018,TV-PG,87 min,"Children & Family Movies, Dramas",Movie,6.3
Benji,Joe Camp,"Benji, Deborah Walley, Peter Breck, Edgar Buchanan, Terry Carter, Christopher Connelly",United States,1974,G,86 min,"Children & Family Movies, Classic Movies",Movie,6.3
Steel Rain,Yang Woo-seok,"Woo-sung Jung, Do-won Kwak, Kap-soo Kim, Woo-jin Jo, Eui-sung Kim, Kyeong-yeong Lee, Won-joong Jung, Hyun-sung Jang",South Korea,2018,TV-MA,140 min,"Action & Adventure, Dramas, International Movies",Movie,7.1
Ricky Gervais: Humanity,John L. Spencer,Ricky Gervais,United Kingdom,2018,TV-MA,79 min,Stand-Up Comedy,Movie,8.0
Bullet Head,"Paul Solet, Rick Benattar","Adrien Brody, John Malkovich, Rory Culkin, Antonio Banderas, Ori Pfeffer, Alexandra Dinu, Owen Davis, Deyan Petrov","Bulgaria, United States",2017,R,94 min,"International Movies, Thrillers",Movie,5.4
Gad Elmaleh: American Dream,Michael Simon,Gad Elmaleh,United States,2018,TV-14,58 min,Stand-Up Comedy,Movie,7.2
Malena Pichot: Estupidez compleja,"Raúl Campos, Jan Suter",Malena Pichot,Argentina,2018,TV-MA,51 min,Stand-Up Comedy,Movie,5.7
Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Natalia Valdebenito,Chile,2018,TV-MA,69 min,Stand-Up Comedy,Movie,5.0
Ravenous,Robin Aubert,"Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Brigitte Poupart, Marie-Ginette Guay, Micheline Lanctôt, Édouard Tremblay-Grenier, Luc Proulx, Didier Lucien, Robert Brouillette, Patrick Hivon",Canada,2017,TV-MA,104 min,"Horror Movies, International Movies",Movie,5.8
Guru,Mani Ratnam,"Abhishek Bachchan, Mithun Chakraborty, Aishwarya Rai Bachchan, Madhavan, Vidya Balan, Roshan Seth, Arya Babbar, Sachin Khedekar, Dhritiman Chatterjee, Manoj Joshi",India,2007,TV-14,155 min,"Dramas, International Movies",Movie,7.7
Judwaa 2,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Tapsee Pannu, Rajpal Yadav, Sachin Khedekar, Anupam Kher, Zakir Hussain, Pavan Malhotra",India,2017,TV-14,145 min,"Action & Adventure, Comedies, International Movies",Movie,3.6
Love Beats Rhymes,RZA,"Azealia Banks, Lucien Laviscount, Jill Scott, Common, Lorraine Toussaint, Hana Mae Lee, Jeremie Harris",United States,2016,R,106 min,"Dramas, Romantic Movies",Movie,5.3
Shubh Aarambh,Amit Barot,"Harsh Chhaya, Prachi Shah, Bharat Chawda, Deeksha Joshi, Aarjav Trivedi, Prashant Barot, Harsha Bhavsar",India,2017,TV-PG,127 min,"Dramas, International Movies, Romantic Movies",Movie,6.7
Something Huge,Carlo Padial,"Berto Romero, Carolina Bang, Javier Botet, Carlos Areces, Miguel Noguera, Toni Sevilla",Spain,2017,TV-MA,87 min,"Comedies, Independent Movies, International Movies",Movie,4.4
Swades,Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Balal, Smith Seth, Lekh Tandon, Rajesh Vivek, Daya Shankar Pandey, Farrukh Jaffar",India,2004,TV-PG,185 min,"Dramas, International Movies",Movie,8.1
Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Leigh MacInnis, Luke Gordon",Canada,2014,TV-MA,75 min,"Comedies, International Movies",Movie,5.3
Trailer Park Boys: Say Goodnight to the Bad Guys,Mike Clattenburg,"John Paul Tremblay, Robb Wells, John Dunsworth, Patrick Roach, Lucy Decoutere, Sarah Dunsworth, Barrie Dunn, Jeanna Harrison, Shelley Thompson, Tyrone Parsons",Canada,2008,TV-MA,47 min,"Comedies, Cult Movies",Movie,7.8
Yuva,Mani Ratnam,"Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Esha Deol, Kareena Kapoor, Rani Mukerji, Loveleen Mishra, Anant Nag, Om Puri, Vijay Raaz, Sonu Sood",India,2004,TV-MA,160 min,"Dramas, International Movies",Movie,7.3
Marlon Wayans: Woke-ish,Marcus Raboy,Marlon Wayans,United States,2018,TV-MA,67 min,Stand-Up Comedy,Movie,6.5
Veronica,Paco Plaza,"Sandra Escacena, Claudia Placer, Bruna González, Iván Chavero, Ana Torrent, Consuelo Trujillo",Spain,2017,TV-MA,105 min,"Horror Movies, International Movies, Thrillers",Movie,6.2
Mute,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux","United Kingdom, Germany",2018,TV-MA,127 min,"Sci-Fi & Fantasy, Thrillers",Movie,5.4
Forgotten,Hang-Jun Jang,"Ha-neul Kang, Moo-Yul Kim, Young-hee Na, Seong-kun Mun, Myung-Ryul Nam, Eun-woo Lee, Chan-bi Jung, Go Choi, Seong-il Bae, Soon-won Lee",South Korea,2017,TV-MA,109 min,"Dramas, International Movies, Thrillers",Movie,7.4
Blood Money,Lucky McKee,"John Cusack, Ellar Coltrane, Willa Fitzgerald, Jacob Artist, Ned Bellamy, Antonio Bell, Johanna McGinley",United States,2017,R,85 min,Action & Adventure,Movie,5.0
Blood Money,Vishal Mahadkar,"Manish Chaudhary, Kunal Khemu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda",India,2012,TV-14,110 min,"Dramas, International Movies, Romantic Movies",Movie,5.0
Agustín Aristarán: Soy Rada,Mariano Baez,Agustín Aristarán,Argentina,2018,TV-MA,60 min,Stand-Up Comedy,Movie,6.2
Irreplaceable You,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie",United States,2018,TV-MA,96 min,"Dramas, Romantic Movies",Movie,6.4
Chris Rock: Tamborine,Bo Burnham,Chris Rock,United States,2018,TV-MA,65 min,Stand-Up Comedy,Movie,6.6
Seeing Allred,"Roberta Grossman, Sophie Sartain",Gloria Allred,United States,2018,TV-14,96 min,Documentaries,Movie,7.2
The Ritual,David Bruckner,"Rafe Spall, Arsher Ali, Robert James-Collier, Sam Troughton","United Kingdom, Canada",2018,TV-MA,95 min,"Horror Movies, International Movies, Thrillers",Movie,6.3
When We First Met,Ari Sandel,"Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor",United States,2018,TV-14,97 min,"Comedies, Romantic Movies",Movie,6.4
The Cloverfield Paradox,Julius Onah,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee",United States,2018,TV-MA,102 min,"Action & Adventure, Sci-Fi & Fantasy",Movie,5.5
On Body and Soul,Ildiko Enyedi,"Alexandra Borbély, Géza Morcsányi, Réka Tenki, Zoltán Schneider, Ervin Nagy, Itala Bekes, Éva Bata, Pál Mácsai, Zsuzsa Jaro, Nóra Rainer-Micsinyei",Hungary,2017,TV-MA,116 min,"Dramas, International Movies, Romantic Movies",Movie,7.5
The Bros,You-Jeong Chang,"Dong-hwi Lee, Dong-seok Ma, Ha-Nui Lee, Woo-jin Jo, Young-chang Song, Chang-wook Ji, Man-seok Oh, Ye-ji Seo",South Korea,2017,TV-14,102 min,"Comedies, Dramas, International Movies",Movie,6.1
Newness,Drake Doremus,"Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton, Matthew Gray Gubler, Albert Hammond Jr.",United States,2017,TV-MA,117 min,"Dramas, Independent Movies, Romantic Movies",Movie,6.3
Expedition Happiness,Selima Taibi,"Selima Taibi, Felix Starck",Germany,2017,TV-PG,96 min,"Documentaries, International Movies",Movie,5.9
Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,Jerry Seinfeld,United States,1998,TV-G,69 min,Stand-Up Comedy,Movie,7.9
Holy Camp!,"Javier Ambrossi, Javier Calvo","Macarena García, Anna Castillo, Belén Cuesta, Gracia Olayo, Richard Collins-Moore, Llum Barrera, Secun de la Rosa, María Isabel Díaz, Víctor Elías, Henry Méndez, Esti Quesada",Spain,2017,TV-14,108 min,"Comedies, Dramas, Faith & Spirituality",Movie,6.2
A Futile and Stupid Gesture,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",United States,2018,TV-MA,102 min,Comedies,Movie,6.7
Fakkah Fuzz: Almost Banned,Michael McKay,Fakkah Fuzz,Singapore,2018,TV-MA,61 min,Stand-Up Comedy,Movie,4.2
Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",Sebastián Marcelo Wainraich,Argentina,2018,TV-MA,49 min,Stand-Up Comedy,Movie,6.4
Acts of Vengeance,Isaac Florentine,"Antonio Banderas, Karl Urban, Paz Vega, Robert Forster, Clint Dyer, Cristina Serafini, Lillian Blankenship, Atanas Srebrev, Mark Rhino Smith","Bulgaria, United States",2017,R,87 min,"Action & Adventure, International Movies",Movie,5.7
Ricardo Quevedo: Hay gente así,"Raúl Campos, Jan Suter",Ricardo Quevedo,Colombia,2018,TV-MA,59 min,Stand-Up Comedy,Movie,6.3
Todd Glass: Act Happy,Scott Moran,Todd Glass,United States,2018,TV-MA,63 min,Stand-Up Comedy,Movie,5.1
Harith Iskander: I Told You So,Michael McKay,Harith Iskander,United States,2018,TV-PG,62 min,Stand-Up Comedy,Movie,4.6
Step Sisters,Charles Stone III,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",United States,2018,TV-14,108 min,Comedies,Movie,5.4
The Open House,"Matt Angel, Suzanne Coote","Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins, Aaron Abrams, Edward Olson, Katie Walder, Paul Rae",United States,2018,TV-MA,95 min,"Horror Movies, Thrillers",Movie,3.3
Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter","Julián Arango, Antonio Sanint",Colombia,2018,TV-MA,62 min,Stand-Up Comedy,Movie,4.0
Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra","Dharmendra, Hema Malini, Zeenat Aman, Rolan Bykov, Prem Chopra, Yakub Akhmedov, Madan Puri, Sofiko Chiaureli","Soviet Union, India",1980,TV-PG,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Movie,6.2
